year,sample_id,farm_name,producer_id,field_name,field_id,county,crop,longitude,latitude,sample_date,depth,start_depth_inches,end_depth_inches,huc8_name,hc12_name,huc12,density_g_ml,density2_mlb_ac,om_percent,ph,ph_ae,ec_mmhos_cm,est_ss_ds_m,effervescence,cec_meq_100g,est_cec_meq_100g,total_bases_meq_100g,no3_n_mg_kg,no3_n_lb_ac,nh4_n_mg_kg,nh4_n_lb_ac,p_olsen_mg_kg,bray_p_mg_kg,k_mg_kg,exch_k_meq_100g,ca_mg_kg,mg_mg_kg,na_mg_kg,s_mg_kg,s_lb_ac,b_mg_kg,cl_mg_kg,cu_mg_kg,fe_mg_kg,mn_mg_kg,zn_mg_kg,al_mg_kg,al_kcl_mg_kg,ca_kcl_mg_kg,mg_kcl_mg_kg,na_kcl_mg_kg,wilting_point,field_capacity,h2o_wet_dry,avl_h2o_in,avl_h2o_percent
2014,COLUMBIA CONSERVATION DISTRICT-14-1-46.37086--117.98718-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,Harting,14-1,Columbia,,-117.987185,46.37086228,2014-04-07,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.42,0.9657,2.62,5.1,7.32,0.07,0.182,0,,17.7155,12.619,2.2,2.1243,1.9,1.8346,30,46.44,331.96,0.849,9.3,2.4,0.07,4,3.8624,0.12,1.6,1.73,103,17.8,0.46,24,13.9,1860,291.84,16.1,1.06,0.2,1.2389,0.7621,127.0167
2014,COLUMBIA CONSERVATION DISTRICT-14-1-46.37086--117.98718-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,Harting,14-1,Columbia,,-117.987185,46.37086228,2014-04-07,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.48,2.0131,2.06,5.8,7.45,0.09,0.234,0,,19.385,14.9616,2.1,4.2269,1.6,3.2205,29,39.96,317.34,0.8116,10.8,3.3,0.05,3,6.0384,0.16,1.6,1.58,59,6.7,0.26,2,1.2,2160,401.28,11.5,1.06,0.2,1.2319,1.5265,127.2083
2014,COLUMBIA CONSERVATION DISTRICT-14-1-46.37086--117.98718-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,Harting,14-1,Columbia,,-117.987185,46.37086228,2014-04-07,12-24,12,24,Touchet,Upper Whetstone Hollow,170701020501,1.31,3.5637,1.36,6.6,,0.09,0.234,0,,17.1827,14.3448,1.6,5.7011,1.5,5.3448,32,41.04,279.5,0.7148,10.1,3.5,0.03,2,7.1264,0.18,2,1.48,36,3.1,0.15,1,0.5,2020,425.6,6.9,1.06,0.2,1.1999,2.1992,91.6333
2014,COLUMBIA CONSERVATION DISTRICT-14-3-NA-NA-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-3,Columbia,,,,2014-04-07,0-3,0,3,,,,1.33,0.9045,3.6,5.2,7.32,0.14,0.364,0,,17.7481,12.7871,3.3,2.9845,3.5,3.1654,38,56.16,530.62,1.3571,8.7,2.7,0.03,6,5.4264,0.15,1.6,1.66,79,24.3,0.94,9,9.1,1740,328.32,6.9,1.06,0.2,1.2346,0.6967,116.1167
2014,COLUMBIA CONSERVATION DISTRICT-14-3-NA-NA-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-3,Columbia,,,,2014-04-07,3-6,3,6,,,,1.4,0.9521,2.1,5.1,7.34,0.14,0.364,0,,18.7039,13.3956,2.5,2.38,1.7,1.6184,31,46.44,334.54,0.8556,9.7,2.8,0.04,6,5.712,0.12,1,1.8,73,14.7,0.26,9,22.8,1940,340.48,9.2,1.06,0.2,1.1973,0.5767,96.1167
2014,COLUMBIA CONSERVATION DISTRICT-14-3-NA-NA-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-3,Columbia,,,,2014-04-07,6-12,6,12,,,,1.34,1.8227,2.36,5.6,7.45,0.17,0.442,0,,18.7723,14.1768,8.9,16.2194,2,3.6448,29,42.12,288.1,0.7368,10.4,3,0.04,4,7.2896,0.17,2.5,1.62,56,9.6,0.37,4,1.5,2080,364.8,9.2,1.06,0.2,1.2031,1.1505,95.875
2014,COLUMBIA CONSERVATION DISTRICT-14-3-NA-NA-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-3,Columbia,,,,2014-04-07,12-24,12,24,,,,1.3,3.5365,2.46,6.6,,0.29,0.754,0,,20.4628,17.045,18,63.648,1.3,4.5968,32,46.44,271.76,0.695,12.7,3.6,0.05,2,7.072,0.31,3.3,1.25,29,4.7,0.24,1,2.4,2540,437.76,11.5,1.06,0.2,1.2004,2.1902,91.2583
2014,COLUMBIA CONSERVATION DISTRICT-14-12-NA-NA-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-12,Columbia,,,,2014-04-07,0-3,0,3,,,,1.33,0.9045,3.4,5.6,7.41,0.13,0.338,0,,14.8293,11.031,6.6,5.969,3,2.7132,25,39.96,590.82,1.511,6.9,2.6,0.02,3,2.7132,0.17,1.5,1.09,72,11.7,0.54,14,0.8,1380,316.16,4.6,1.06,0.2,1.2112,0.6033,100.55
2014,COLUMBIA CONSERVATION DISTRICT-14-12-NA-NA-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-12,Columbia,,,,2014-04-07,3-6,3,6,,,,1.35,0.9181,2.1,5.2,7.36,0.11,0.286,0,,14.5306,10.2514,4.6,4.2228,6.5,5.967,25,38.88,368.08,0.9414,7,2.3,0.01,5,4.59,0.13,1.2,1.39,74,11.2,0.31,13,9.3,1400,279.68,2.3,1.06,0.2,1.1857,0.5091,84.85
2014,COLUMBIA CONSERVATION DISTRICT-14-12-NA-NA-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-12,Columbia,,,,2014-04-07,6-12,6,12,,,,1.2,1.6322,1.8,6.1,7.42,0.1,0.26,0,,17.3492,13.7582,2.9,4.7328,1.2,1.9584,19,30.24,362.92,0.9282,9.5,3.3,0.03,4,6.528,0.19,1.1,1.33,44,3.6,0.16,3,0.8,1900,401.28,6.9,1.06,0.2,1.1756,0.8323,69.3583
2014,COLUMBIA CONSERVATION DISTRICT-14-12-NA-NA-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-12,Columbia,,,,2014-04-07,12-24,12,24,,,,1.22,3.3189,1.15,6.8,,0.13,0.338,0,,17.039,14.5164,5.7,18.9149,2.3,7.6323,15,23.76,260.58,0.6664,9.8,4,0.05,3,9.9552,0.2,1.8,1.4,25,1.7,0.08,1,0.5,1960,486.4,11.5,1.06,0.2,1.1671,1.5679,65.3292
2014,COLUMBIA CONSERVATION DISTRICT-14-13-46.46987--118.08293-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,North Pakistan,14-13,Columbia,,-118.0829317,46.46986554,2014-04-07,0-3,0,3,Tucannon,Kellogg Creek,170601070702,1.31,0.8909,2.2,5.2,7.42,0.25,0.65,0,,13.9952,9.8295,20.1,17.9051,19.3,17.1924,26,37.8,774,1.9795,5.3,2.5,0.05,5,4.454,0.21,1.6,1.13,75,16.8,0.4,9,9.3,1060,304,11.5,1.06,0.2,1.1698,0.4315,71.9167
2014,COLUMBIA CONSERVATION DISTRICT-14-13-46.46987--118.08293-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,North Pakistan,14-13,Columbia,,-118.0829317,46.46986554,2014-04-07,3-6,3,6,Tucannon,Kellogg Creek,170601070702,1.36,0.92490000000000006,1.43,5.1,7.42,0.3,0.78,0,,14.5716,10.1489,22,20.3456,80,73.984,29,38.88,546.96,1.3989,6,2.7,0.05,6,5.5488,0.19,1.8,1.29,82,11.2,0.3,6,17.5,1200,328.32,11.5,1.06,0.2,1.1719,0.4566,76.1
2014,COLUMBIA CONSERVATION DISTRICT-14-13-46.46987--118.08293-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,North Pakistan,14-13,Columbia,,-118.0829317,46.46986554,2014-04-07,6-12,6,12,Tucannon,Kellogg Creek,170601070702,1.3,1.7683,1.2,6.2,7.62,0.24,0.624,0,,18.7752,15.0615,13.6,24.0448,3.8,6.7184,15,23.76,532.34,1.3615,10,3.6,0.1,4,7.072,0.33,2.7,1.46,34,3.8,0.15,1,0.1,2000,437.76,23,1.06,0.2,1.1592,0.7738,64.4833
2014,COLUMBIA CONSERVATION DISTRICT-14-13-46.46987--118.08293-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,North Pakistan,14-13,Columbia,,-118.0829317,46.46986554,2014-04-07,12-24,12,24,Tucannon,Kellogg Creek,170601070702,1.34,3.6453,1.02,7.1,,0.32,0.832,0,,17.1139,15.016,13.3,48.4758,1.2,4.3738,7.4,12.96,362.06,0.926,10.5,3.5,0.09,3,10.9344,0.49,3.3,1.46,16,1.7,0.1,1,0.1,2100,425.6,20.7,1.06,0.2,1.1527,1.4906,62.1083
2014,COLUMBIA CONSERVATION DISTRICT-14-14-NA-NA-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-14,Columbia,,,,2014-04-07,0-3,0,3,,,,1.18,0.8025,5.42,6.9,,0.28,0.728,0,,21.3599,18.253,6.2,4.9749,3.2,2.5677,50,68.04,599.42,1.533,13.4,3.3,0.02,4,3.2096,0.62,3.9,0.82,35,5.2,1.22,0,0.4,2680,401.28,4.6,1.06,0.2,1.278,0.7717,128.6167
2014,COLUMBIA CONSERVATION DISTRICT-14-14-NA-NA-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-14,Columbia,,,,2014-04-07,3-6,3,6,,,,1.26,0.8569,3.78,6.9,,0.23,0.598,0,,19.042,16.3265,3.8,3.2558,1.7,1.4566,43,57.24,510.84,1.3065,11.7,3.3,0.02,3,2.5704,0.44,3.9,0.84,39,4.5,0.38,1,1.2,2340,401.28,4.6,1.06,0.2,1.2476,0.7091,118.1833
2014,COLUMBIA CONSERVATION DISTRICT-14-14-NA-NA-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-14,Columbia,,,,2014-04-07,6-12,6,12,,,,1.32,1.7955,3.06,6.7,,0.21,0.546,0,,19.9799,16.8,3.4,6.1037,1.9,3.4109,23,29.16,379.26,0.97,12.2,3.6,0.03,3,5.3856,0.34,2.3,1.08,42,3.8,0.31,1,0.6,2440,437.76,6.9,1.06,0.2,1.2258,1.3131,109.425
2014,COLUMBIA CONSERVATION DISTRICT-14-14-NA-NA-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-14,Columbia,,,,2014-04-07,12-24,12,24,,,,1.39,3.7814,1.66,6.7,,0.1,0.26,0,,19.2066,16.1614,1.3,4.915,1.6,6.0493,9,12.96,282.08,0.7214,11.3,4.1,0.04,2,7.5616,0.22,1.6,1.37,38,2.8,0.09,1,0.5,2260,498.56,9.2,1.06,0.2,1.2027,2.3802,99.175
2014,COLUMBIA CONSERVATION DISTRICT-14-15-46.39428--118.08877-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,Sheep Camp,14-15,Columbia,,-118.0887693,46.39427913,2014-04-07,0-3,0,3,Touchet,McKay Creek,170701020502,1.33,0.9045,2.98,5,7.29,0.15,0.39,0,,15.4723,10.7197,6.4,5.7882,6.2,5.6073,40,58.32,430,1.0997,7.2,2.4,0.02,6,5.4264,0.1,1.5,1.53,86,38.5,0.51,14,13.2,1440,291.84,4.6,1.06,0.2,1.2365,0.7042,117.3667
2014,COLUMBIA CONSERVATION DISTRICT-14-15-46.39428--118.08877-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,Sheep Camp,14-15,Columbia,,-118.0887693,46.39427913,2014-04-07,3-6,3,6,Touchet,McKay Creek,170701020502,1.38,0.9385,1.8,4.9,7.24,0.18,0.468,0,,16.0424,11.0284,8.8,8.2579,5.4,5.0674,32,49.68,269.18,0.6884,7.8,2.5,0.04,8,7.5072,0.08,0.8,1.6,81,24.7,0.31,13,30.1,1560,304,9.2,1.06,0.2,1.1975,0.5692,94.8667
2014,COLUMBIA CONSERVATION DISTRICT-14-15-46.39428--118.08877-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,Sheep Camp,14-15,Columbia,,-118.0887693,46.39427913,2014-04-07,6-12,6,12,Touchet,McKay Creek,170701020502,1.4,1.9043,1.44,6,7.48,0.28,0.728,0,,17.8673,14.0328,19.3,36.7472,1.5,2.856,26,35.64,270.9,0.6928,9.9,3.4,0.04,5,9.52,0.12,1.6,1.64,44,4.4,0.16,1,1.5,1980,413.44,9.2,1.06,0.2,1.1843,1.0441,87.0083
2014,COLUMBIA CONSERVATION DISTRICT-14-15-46.39428--118.08877-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,Sheep Camp,14-15,Columbia,,-118.0887693,46.39427913,2014-04-07,12-24,12,24,Touchet,McKay Creek,170701020502,1.37,3.7269,0.92,6.6,,0.3,0.78,0,,17.5407,14.6395,21.3,79.3723,1.5,5.5896,27,34.56,230.48,0.5895,10.1,3.9,0.05,2,7.4528,0.12,2.5,1.57,31,2.4,0.09,0,0.5,2020,474.24,11.5,1.06,0.2,1.1709,1.8232,75.9667
2014,COLUMBIA CONSERVATION DISTRICT-14-16-NA-NA-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-16,Columbia,,,,2014-04-07,0-3,0,3,,,,1.33,0.9045,2.34,5.1,7.3,0.15,0.39,0,,13.1698,9.0475,7.6,6.8734,22.1,19.9872,37,55.08,558.14,1.4275,5.8,1.8,0.02,7,6.3308,0.14,1.4,1.29,120,26.9,0.54,47,18.2,1160,218.88,4.6,1.06,0.2,1.1829,0.4904,81.7333
2014,COLUMBIA CONSERVATION DISTRICT-14-16-NA-NA-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-16,Columbia,,,,2014-04-07,3-6,3,6,,,,1.34,0.9113,2.1,4.8,7.19,0.2,0.52,0,,13.4377,8.8626,5.6,5.1027,32.1,29.2495,44,69.12,364.64,0.9326,6.1,1.8,0.03,25,22.78,0.1,1.6,1.52,97,42.4,0.52,21,64.7,1220,218.88,6.9,1.06,0.2,1.1814,0.488,81.3333
2014,COLUMBIA CONSERVATION DISTRICT-14-16-NA-NA-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-16,Columbia,,,,2014-04-07,6-12,6,12,,,,1.35,1.8363,1.88,5.4,7.44,0.19,0.494,0,,15.6027,11.3717,5.5,10.098,2.5,4.59,27,39.96,329.12,0.8417,8.1,2.4,0.03,21,38.556,0.14,1.4,1.53,62,17.4,0.24,6,5,1620,291.84,6.9,1.06,0.2,1.181,0.9801,81.675
2014,COLUMBIA CONSERVATION DISTRICT-14-16-NA-NA-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-16,Columbia,,,,2014-04-07,12-24,12,24,,,,1.36,3.6997,1.2,6.6,,0.15,0.39,0,,18.6083,15.5184,6.4,23.6749,1.1,4.0691,16,23.76,261.36,0.6684,10.8,4,0.05,5,18.496,0.2,2.5,1.49,30,2.4,0.09,1,0.9,2160,486.4,11.5,1.06,0.2,1.1673,1.7511,72.9625
2014,COLUMBIA CONSERVATION DISTRICT-14-47-46.32625--118.11491-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,Groom,14-47,Columbia,,-118.1149149,46.32625127,2014-04-07,0-3,0,3,Touchet,Wilson Creek-Touchet River,170701020403,1.37,0.9317,2.96,5.2,7.54,0.12,0.312,0,,15.3626,10.9071,5.6,5.217,3.3,3.0743,30,47.52,495.44,1.2671,7.1,2.5,0.04,5,4.658,0.17,2.3,1.47,96,21.7,0.4,24,8.8,1420,304,9.2,1.06,0.2,1.1924,0.5442,90.7
2014,COLUMBIA CONSERVATION DISTRICT-14-47-46.32625--118.11491-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,Groom,14-47,Columbia,,-118.1149149,46.32625127,2014-04-07,3-6,3,6,Touchet,Wilson Creek-Touchet River,170701020403,1.32,0.8977,2.38,4.8,7.26,0.12,0.312,0,,15.3483,10.3502,6.2,5.5651,6.4,5.7446,34,52.92,316.8,0.8102,7.2,2.3,0.04,7,6.2832,0.11,0.8,1.57,98,25.1,0.34,27,57.4,1440,279.68,9.2,1.06,0.2,1.166,0.4198,69.9667
2014,COLUMBIA CONSERVATION DISTRICT-14-47-46.32625--118.11491-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,Groom,14-47,Columbia,,-118.1149149,46.32625127,2014-04-07,6-12,6,12,Touchet,Wilson Creek-Touchet River,170701020403,1.28,1.7411,1.76,5.3,7.4,0.11,0.286,0,,18.1403,13.2399,5.2,9.0522,1.8,3.1334,27,38.88,273.68,0.6999,9.3,3.2,0.04,5,8.704,0.11,1.1,1.52,58,12.2,0.2,5,5.1,1860,389.12,9.2,1.06,0.2,1.1539,0.7212,60.1
2014,COLUMBIA CONSERVATION DISTRICT-14-47-46.32625--118.11491-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,Groom,14-47,Columbia,,-118.1149149,46.32625127,2014-04-07,12-24,12,24,Touchet,Wilson Creek-Touchet River,170701020403,1.29,3.5093,0.96,6.7,,0.14,0.364,0,,18.5109,15.5869,2.8,9.8246,2.1,7.3685,22,27,213.84,0.5469,10.9,4.1,0.04,2,7.0176,0.14,1,1.64,30,3.4,0.1,1,0.6,2180,498.56,9.2,1.06,0.2,1.1166,0.8762,36.5083
2014,COLUMBIA CONSERVATION DISTRICT-14-48-NA-NA-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-48,Columbia,,,,2014-04-07,0-3,0,3,,,,1.37,0.9317,2.25,5.3,7.44,0.11,0.286,0,,15.6948,11.3067,4.3,4.0059,3.5,3.2606,25,35.64,585.2,1.4967,7,2.8,0.01,5,4.658,0.12,1.2,1.65,75,14.6,0.32,12,7.2,1400,340.48,2.3,1.06,0.2,1.1888,0.5294,88.2333
2014,COLUMBIA CONSERVATION DISTRICT-14-48-NA-NA-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-48,Columbia,,,,2014-04-07,3-6,3,6,,,,1.34,0.9113,1.31,5.4,7.52,0.16,0.416,0,,16.3465,11.9615,4,3.6448,1.7,1.549,22,31.32,286,0.7315,8.2,3,0.03,4,3.6448,0.11,1.1,1.74,58,9.2,0.23,5,3.9,1640,364.8,6.9,1.06,0.2,1.1649,0.4217,70.2833
2014,COLUMBIA CONSERVATION DISTRICT-14-48-NA-NA-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-48,Columbia,,,,2014-04-07,6-12,6,12,,,,1.35,1.8363,1.29,6.3,7.63,0.19,0.494,0,,15.2795,12.3592,7.7,14.1372,1.4,2.5704,14,23.76,285.12,0.7292,8.5,3.1,0.03,3,5.508,0.19,2.3,1.76,28,4.2,0.15,1,0.7,1700,376.96,6.9,1.06,0.2,1.1518,0.7436,61.9667
2014,COLUMBIA CONSERVATION DISTRICT-14-48-NA-NA-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-48,Columbia,,,,2014-04-07,12-24,12,24,,,,1.34,3.6453,0.97,7.1,,0.27,0.702,0,,14.9138,13.1756,13.8,50.2982,1.6,5.8317,9.4,21.6,174.24,0.4456,9.7,3,0.03,2,7.2896,0.26,3.5,1.49,16,2,0.1,1,0.5,1940,364.8,6.9,1.06,0.2,1.1509,1.4617,60.9042
2014,COLUMBIA CONSERVATION DISTRICT-14-49-NA-NA-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-49,Columbia,,,,2014-04-07,0-3,0,3,,,,1.39,0.9453,2.88,5,7.32,0.14,0.364,0,,13.4488,9.1347,8.4,7.9397,4.4,4.1589,35,50.76,557.04,1.4247,5.9,1.8,0.01,6,5.6712,0.12,2,1.41,112,33.2,0.45,33,13.1,1180,218.88,2.3,1.06,0.2,1.2415,0.7569,126.15
2014,COLUMBIA CONSERVATION DISTRICT-14-49-NA-NA-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-49,Columbia,,,,2014-04-07,3-6,3,6,,,,1.4,0.9521,2.34,4.8,7.21,0.14,0.364,0,,14.0829,9.365,8,7.616,7.9,7.5208,34,50.76,326.48,0.835,6.7,1.8,0.03,8,7.616,0.1,2.5,1.54,125,43.3,0.4,41,37.7,1340,218.88,6.9,1.06,0.2,1.2206,0.6745,112.4167
2014,COLUMBIA CONSERVATION DISTRICT-14-49-NA-NA-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-49,Columbia,,,,2014-04-07,6-12,6,12,,,,1.36,1.8499,1.6,6,7.53,0.11,0.286,0,,16.6775,13.0717,5.8,10.7277,1.3,2.4045,25,32.4,329.12,0.8417,9.1,3.1,0.03,4,7.3984,0.15,2.7,1.49,49,4.6,0.21,2,1.5,1820,376.96,6.9,1.06,0.2,1.1959,1.1089,92.4083
2014,COLUMBIA CONSERVATION DISTRICT-14-49-NA-NA-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-49,Columbia,,,,2014-04-07,12-24,12,24,,,,1.3,3.5365,1.05,6.7,,0.13,0.338,0,,16.0786,13.5782,6.3,22.2768,1.4,4.9504,20,22.68,253.44,0.6482,9.3,3.6,0.03,3,10.608,0.15,3.7,1.44,34,2.2,0.12,1,0.7,1860,437.76,6.9,1.06,0.2,1.1796,1.8658,77.7417
2014,COLUMBIA CONSERVATION DISTRICT-14-50-46.30605--118.13301-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,Lyman,14-50,Columbia,,-118.13301,46.30605,2014-04-07,0-3,0,3,Touchet,Wilson Creek-Touchet River,170701020403,1.34,0.9113,1.59,5,7.33,0.16,0.416,0,,13.9652,9.5392,9.4,8.5653,1.6,1.4579,38,51.84,558.8,1.4292,6,2.1,0.01,6,5.4672,0.16,2.1,1.45,86,22.1,0.39,17,18.6,1200,255.36,2.3,1.06,0.2,1.1841,0.4989,83.15
2014,COLUMBIA CONSERVATION DISTRICT-14-50-46.30605--118.13301-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,Lyman,14-50,Columbia,,-118.13301,46.30605,2014-04-07,3-6,3,6,Touchet,Wilson Creek-Touchet River,170701020403,1.33,0.9045,2.71,5.6,7.36,0.2,0.52,0,,14.2249,10.5488,9.5,8.5918,2,1.8088,48,72.36,718.96,1.8388,6.5,2.2,0.01,5,4.522,0.26,3.3,1.35,73,16.5,0.64,11,1.6,1300,267.52,2.3,1.06,0.2,1.2034,0.5722,95.3667
2014,COLUMBIA CONSERVATION DISTRICT-14-50-46.30605--118.13301-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,Lyman,14-50,Columbia,,-118.13301,46.30605,2014-04-07,6-12,6,12,Touchet,Wilson Creek-Touchet River,170701020403,1.35,1.8363,1.47,5.7,7.51,0.18,0.468,0,,16.0374,12.1344,9,16.524,1.1,2.0196,24,22.68,513.92,1.3144,8.1,2.7,0.02,4,7.344,0.16,3.1,1.62,50,6.7,0.25,4,0.7,1620,328.32,4.6,1.06,0.2,1.1721,0.908,75.6667
2014,COLUMBIA CONSERVATION DISTRICT-14-50-46.30605--118.13301-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,Lyman,14-50,Columbia,,-118.13301,46.30605,2014-04-07,12-24,12,24,Touchet,Wilson Creek-Touchet River,170701020403,1.28,3.4821,0.9,6.8,,0.19,0.494,0,,14.8202,12.6782,7.9,27.5046,1.4,4.8742,14,20.52,288.64,0.7382,8.5,3.4,0.04,1,3.4816,0.17,5.2,1.46,19,2.5,0.11,1,1,1700,413.44,9.2,1.06,0.2,1.1306,1.0844,45.1833
2014,COLUMBIA CONSERVATION DISTRICT-14-51-NA-NA-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,,14-51,Columbia,,,,2014-04-07,0-3,0,3,,,,1.3,0.8841,2.12,5.3,7.4,0.19,0.494,0,,16.113,11.6373,11,9.724,6.2,5.4808,23,31.32,432.96,1.1073,7.8,2.7,0.03,3,2.652,0.14,1.6,1.5,59,17.9,0.38,5,3,1560,328.32,6.9,1.06,0.2,1.1742,0.4454,74.2333
2014,COLUMBIA CONSERVATION DISTRICT-14-51-NA-NA-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,,14-51,Columbia,,,,2014-04-07,3-6,3,6,,,,1.32,0.8977,1.54,5.1,7.41,0.2,0.52,0,,16.7395,11.8522,8.9,7.9886,16.5,14.8104,22,30.24,239.36,0.6122,8.4,2.8,0.04,5,4.488,0.12,1.2,1.68,61,34.1,0.28,6,8.9,1680,340.48,9.2,1.06,0.2,1.1389,0.3124,52.0667
2014,COLUMBIA CONSERVATION DISTRICT-14-51-NA-NA-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,,14-51,Columbia,,,,2014-04-07,6-12,6,12,,,,1.34,1.8227,1.22,6.6,,0.23,0.598,0,,20.4896,17.0671,4.8,8.7475,1.7,3.0981,12,16.2,151.36,0.3871,13.3,3.3,0.08,3,5.4672,0.23,2,1.66,26,4.8,0.14,1,0.7,2660,401.28,18.4,1.06,0.2,1.134,0.595,49.5833
2014,COLUMBIA CONSERVATION DISTRICT-14-51-NA-NA-2014-04-07-12-24,,COLUMBIA CONSERVATION DISTRICT,,14-51,Columbia,,,,2014-04-07,12-24,12,24,,,,1.37,3.7269,0.94,7.7,,0.36,0.936,2,,20.9115,19.1388,12.8,47.6979,1.3,4.8443,5,7.884,101.2,0.2588,15.9,2.9,0.08,4,14.9056,0.35,4.2,1.32,10,1.2,0.11,0,0.6,3180,352.64,18.4,1.06,0.2,1.1291,1.136,47.3333
2014,COLUMBIA CONSERVATION DISTRICT-14-55-46.37707--117.97249-2014-04-07-0-3,,COLUMBIA CONSERVATION DISTRICT,Windmill 03 B2,14-55,Columbia,,-117.9724904,46.37706807,2014-04-07,0-3,0,3,Touchet,Upper Whetstone Hollow,170701020501,1.35,0.9181,3.34,5.6,7.38,0.11,0.286,0,,17.5359,13.1904,3.5,3.213,2.1,1.9278,28,38.88,492.8,1.2604,9,2.9,0.03,3,2.754,0.16,2.1,1.47,74,11.9,0.37,9,0.9,1800,352.64,6.9,1.06,0.2,1.209,0.6034,100.5667
2014,COLUMBIA CONSERVATION DISTRICT-14-55-46.37707--117.97249-2014-04-07-3-6,,COLUMBIA CONSERVATION DISTRICT,Windmill 03 B2,14-55,Columbia,,-117.9724904,46.37706807,2014-04-07,3-6,3,6,Touchet,Upper Whetstone Hollow,170701020501,1.38,0.9385,2.32,5.1,7.23,0.12,0.312,0,,17.0303,12.0807,4.9,4.5982,4.1,3.8474,30,42.12,297.44,0.7607,8.8,2.5,0.02,4,3.7536,0.12,1.1,1.72,83,18.6,0.29,13,11.8,1760,304,4.6,1.06,0.2,1.1977,0.5701,95.0167
2014,COLUMBIA CONSERVATION DISTRICT-14-55-46.37707--117.97249-2014-04-07-6-12,,COLUMBIA CONSERVATION DISTRICT,Windmill 03 B2,14-55,Columbia,,-117.9724904,46.37706807,2014-04-07,6-12,6,12,Touchet,Upper Whetstone Hollow,170701020501,1.34,1.8227,0.87,6.6,,0.17,0.442,0,,18.4619,15.3979,5.7,10.3877,2,3.6448,22,27.75,175.12,0.4479,11.5,3.4,0.05,3,5.4672,0.15,2.1,1.93,32,2.7,0.09,1,0.7,2300,413.44,11.5,1.06,0.2,1.1607,0.8096,67.4667
